name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,location
"3200 Jones Rd, Austin, TX 78745",02/03/2020,72.2,55.6,64.2,72.2,55.6,64.2,55.0,72.4,0.0,0,0.0,,0,0,31.1,15.5,176.5,1010.0,55.8,9.9,66.7,5.8,3,,2020-02-03T07:20:55,2020-02-03T18:09:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/04/2020,78.0,47.5,64.8,78.0,42.4,64.1,56.7,76.1,0.001,100,4.17,rain,0,0,26.3,17.6,46.8,1008.1,68.0,9.5,117.3,10.0,5,,2020-02-04T07:20:16,2020-02-04T18:10:22,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/05/2020,46.4,34.9,40.6,40.3,27.8,33.4,33.6,76.4,0.004,100,4.17,"rain,snow",0,0,31.1,17.8,344.2,1011.6,96.1,8.1,47.4,4.2,2,,2020-02-05T07:19:36,2020-02-05T18:11:13,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/06/2020,54.3,32.2,41.1,54.3,26.2,38.0,23.6,54.2,0.016,100,4.17,"rain,snow",0,0,28.0,11.4,310.4,1011.6,17.8,9.7,185.8,16.0,7,,2020-02-06T07:18:54,2020-02-06T18:12:04,0.42,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/07/2020,74.7,34.8,53.3,74.7,34.8,53.2,28.5,42.7,0.0,0,0.0,,0,0,30.6,16.6,251.4,1012.9,12.5,9.9,186.4,16.1,7,,2020-02-07T07:18:11,2020-02-07T18:12:55,0.45,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/08/2020,69.0,41.5,56.2,69.0,39.0,55.4,41.3,57.9,0.0,0,0.0,,0,0,28.1,11.5,93.5,1019.8,60.8,9.9,87.0,7.4,3,,2020-02-08T07:17:27,2020-02-08T18:13:45,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/09/2020,72.2,62.5,67.6,72.2,62.5,67.6,64.0,88.2,0.062,100,29.17,rain,0,0,29.8,17.3,165.2,1014.8,98.2,7.1,23.9,2.1,1,,2020-02-09T07:16:41,2020-02-09T18:14:35,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/10/2020,71.2,48.0,58.6,71.2,43.0,57.7,54.5,86.5,0.142,100,20.83,rain,0,0,25.3,17.4,3.5,1014.3,96.4,6.0,17.0,1.5,1,,2020-02-10T07:15:54,2020-02-10T18:15:25,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/11/2020,47.6,43.8,45.4,43.4,37.7,40.3,41.8,87.1,0.214,100,66.67,rain,0,0,25.1,13.6,3.9,1018.3,98.0,6.5,20.3,1.7,1,,2020-02-11T07:15:06,2020-02-11T18:16:14,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/12/2020,56.7,44.2,48.0,56.7,38.8,46.0,43.2,84.0,1.139,100,37.5,rain,0,0,31.3,12.8,322.8,1013.2,58.2,8.2,99.0,8.5,5,,2020-02-12T07:14:17,2020-02-12T18:17:03,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/13/2020,53.4,38.8,45.9,53.4,35.5,42.9,36.7,71.2,0.0,0,0.0,,0,0,23.3,15.7,12.9,1023.9,20.4,9.9,191.2,16.4,7,,2020-02-13T07:13:26,2020-02-13T18:17:52,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/14/2020,58.4,32.9,44.4,58.4,27.6,41.9,32.6,65.1,0.0,0,0.0,,0,0,24.2,9.9,44.3,1029.3,5.2,9.9,201.3,17.4,7,,2020-02-14T07:12:34,2020-02-14T18:18:40,0.69,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/15/2020,64.3,37.1,51.4,64.3,37.1,51.4,43.3,74.9,0.0,0,0.0,,0,0,23.5,11.6,185.0,1022.7,61.1,9.4,89.7,7.7,3,,2020-02-15T07:11:42,2020-02-15T18:19:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/16/2020,76.4,48.8,61.1,76.4,48.8,61.1,53.5,77.6,0.0,0,0.0,,0,0,17.2,7.0,212.7,1015.7,43.9,9.1,116.6,10.1,6,,2020-02-16T07:10:48,2020-02-16T18:20:15,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/17/2020,79.1,57.7,69.2,79.1,57.7,69.2,63.0,81.8,0.004,100,4.17,rain,0,0,24.4,13.7,196.3,1010.3,61.8,7.8,113.8,9.9,6,,2020-02-17T07:09:53,2020-02-17T18:21:02,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/18/2020,71.5,50.9,63.2,71.5,50.9,63.2,57.8,82.9,0.028,100,16.67,rain,0,0,32.2,14.2,2.9,1015.6,92.9,6.8,19.9,1.7,1,,2020-02-18T07:08:57,2020-02-18T18:21:49,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/19/2020,50.9,47.7,49.1,50.9,44.1,46.0,45.1,86.4,0.071,100,33.33,rain,0,0,21.9,13.8,15.8,1023.5,97.8,7.8,19.1,1.7,1,,2020-02-19T07:08:00,2020-02-19T18:22:35,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/20/2020,51.5,44.8,46.9,51.5,37.9,42.4,40.7,79.7,0.372,100,58.33,rain,0,0,32.6,19.5,8.1,1029.1,72.5,8.2,28.3,2.6,1,,2020-02-20T07:07:02,2020-02-20T18:23:21,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/21/2020,54.2,35.8,44.7,54.2,29.2,41.2,31.5,60.7,0.0,0,0.0,,0,0,23.0,11.8,18.4,1036.8,16.8,9.9,202.6,17.4,7,,2020-02-21T07:06:03,2020-02-21T18:24:07,0.93,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/22/2020,63.5,42.3,52.6,63.5,42.3,52.5,37.2,57.5,0.0,0,0.0,,0,0,23.0,12.7,166.0,1027.5,50.6,9.9,182.0,15.6,7,,2020-02-22T07:05:04,2020-02-22T18:24:52,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/23/2020,69.2,53.8,61.2,69.2,53.8,61.2,53.0,74.7,0.0,0,0.0,,0,0,27.7,13.4,165.3,1016.5,95.0,9.9,44.5,4.0,2,,2020-02-23T07:04:03,2020-02-23T18:25:37,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/24/2020,69.9,50.8,63.6,69.9,50.8,63.6,48.7,62.6,0.007,100,4.17,rain,0,0,21.9,10.3,290.9,1010.5,41.5,9.7,111.9,9.6,4,,2020-02-24T07:03:02,2020-02-24T18:26:21,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/25/2020,66.5,45.5,55.5,66.5,42.1,54.9,38.0,54.6,0.0,0,0.0,,0,0,31.1,15.1,358.9,1014.5,20.6,9.9,205.5,17.7,7,,2020-02-25T07:01:59,2020-02-25T18:27:05,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/26/2020,54.9,38.0,47.0,54.9,32.6,43.6,22.4,39.0,0.0,0,0.0,,0,0,34.9,19.6,339.8,1029.4,31.6,9.9,222.3,19.3,8,,2020-02-26T07:00:56,2020-02-26T18:27:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/27/2020,63.4,29.8,46.1,63.4,29.8,45.9,22.5,44.9,0.0,0,0.0,,0,0,19.7,9.0,222.1,1029.1,0.0,9.9,225.8,19.3,8,,2020-02-27T06:59:52,2020-02-27T18:28:32,0.14,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/28/2020,73.5,36.2,53.7,73.5,36.2,53.2,27.5,40.3,0.0,0,0.0,,0,0,15.2,7.1,270.5,1027.6,16.8,9.9,212.6,18.5,8,,2020-02-28T06:58:48,2020-02-28T18:29:15,0.17,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/29/2020,74.4,38.6,57.7,74.4,38.6,57.7,38.2,51.8,0.0,0,0.0,,0,0,31.5,15.1,178.4,1022.6,21.0,9.8,218.7,18.9,8,,2020-02-29T06:57:43,2020-02-29T18:29:57,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/01/2020,76.8,56.7,65.3,76.8,56.7,65.3,56.8,75.2,0.0,0,0.0,,0,0,29.1,16.2,186.2,1013.1,54.9,9.9,108.6,9.4,5,,2020-03-01T06:56:37,2020-03-01T18:30:39,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/02/2020,77.5,65.5,69.7,77.5,65.5,69.7,62.8,79.8,0.0,0,0.0,,0,0,23.0,12.5,191.5,1009.4,73.6,8.5,90.3,7.9,4,,2020-03-02T06:55:30,2020-03-02T18:31:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/03/2020,74.2,63.1,69.5,74.2,63.1,69.5,62.9,80.2,0.0,0,0.0,,0,0,23.5,13.2,59.5,1008.1,61.0,7.3,57.7,4.9,2,,2020-03-03T06:54:23,2020-03-03T18:32:03,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/04/2020,68.5,53.8,62.5,68.5,53.8,62.5,57.1,82.9,1.176,100,37.5,rain,0,0,34.1,17.0,15.9,1009.9,89.5,7.4,44.7,3.7,2,,2020-03-04T06:53:15,2020-03-04T18:32:44,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/05/2020,74.8,48.2,59.8,74.8,46.7,59.7,42.8,58.6,0.0,0,0.0,,0,0,30.2,11.5,343.0,1023.6,17.0,9.9,233.5,20.1,8,,2020-03-05T06:52:07,2020-03-05T18:33:25,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/06/2020,70.1,48.8,58.7,70.1,48.8,58.7,32.8,41.0,0.0,0,0.0,,0,0,33.3,18.6,23.9,1031.0,15.6,9.9,236.3,20.4,8,,2020-03-06T06:50:58,2020-03-06T18:34:05,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/07/2020,62.5,44.4,52.7,62.5,44.4,52.6,39.6,61.7,0.0,0,0.0,,0,0,22.4,11.3,121.3,1028.4,41.1,9.9,77.8,6.8,4,,2020-03-07T06:49:49,2020-03-07T18:34:46,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/08/2020,74.4,47.6,60.7,74.4,46.7,60.6,50.7,71.6,0.0,0,0.0,,0,0,28.7,13.7,153.5,1023.7,66.9,9.2,126.3,10.3,5,,2020-03-08T07:48:39,2020-03-08T19:35:26,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/09/2020,67.6,64.4,65.5,67.6,64.4,65.5,62.0,88.5,0.181,100,41.67,rain,0,0,27.4,13.3,180.9,1021.3,82.8,7.6,26.0,2.3,1,,2020-03-09T07:47:29,2020-03-09T19:36:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C0133,KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/10/2020,79.8,59.3,68.7,79.8,59.3,68.7,61.9,80.4,0.0,0,0.0,,0,0,18.8,7.7,188.6,1022.9,65.2,7.7,154.3,13.3,7,,2020-03-10T07:46:18,2020-03-10T19:36:45,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/11/2020,83.1,63.8,72.8,84.4,63.8,73.1,63.0,73.3,0.0,0,0.0,,0,0,24.2,13.5,195.0,1017.1,46.2,8.5,194.5,16.9,8,,2020-03-11T07:45:07,2020-03-11T19:37:24,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/12/2020,85.8,67.8,74.6,86.8,67.8,75.0,63.0,68.7,0.0,0,0.0,,0,0,26.4,12.4,179.9,1011.4,53.5,9.8,204.6,17.9,8,,2020-03-12T07:43:56,2020-03-12T19:38:03,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/13/2020,82.3,68.6,73.8,83.5,68.6,73.9,63.7,71.8,0.0,0,0.0,,0,0,25.3,15.2,152.0,1013.4,79.1,9.8,135.2,11.7,7,,2020-03-13T07:42:44,2020-03-13T19:38:42,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/14/2020,83.4,70.9,75.6,85.3,70.9,76.1,65.3,71.4,0.0,0,0.0,,0,0,29.1,12.3,154.3,1017.3,77.5,9.2,113.1,9.7,6,,2020-03-14T07:41:32,2020-03-14T19:39:20,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/15/2020,72.1,59.3,62.5,72.1,59.3,62.5,58.3,86.3,0.044,100,16.67,rain,0,0,18.3,11.1,20.6,1022.8,92.2,7.2,40.0,3.2,2,,2020-03-15T07:40:20,2020-03-15T19:39:58,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/16/2020,73.6,58.7,65.8,73.6,58.7,65.8,60.9,84.8,0.0,0,0.0,,0,0,21.9,11.7,86.6,1020.6,92.6,7.8,79.0,6.9,4,,2020-03-16T07:39:08,2020-03-16T19:40:37,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/17/2020,80.5,67.8,72.2,82.4,67.8,72.3,65.9,81.2,0.148,100,12.5,rain,0,0,35.6,13.9,142.6,1017.0,77.8,8.7,94.4,8.1,3,,2020-03-17T07:37:55,2020-03-17T19:41:15,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/18/2020,82.5,69.9,74.6,84.8,69.9,75.0,65.9,75.0,0.0,0,0.0,,0,0,25.5,14.2,163.6,1014.3,71.4,9.8,100.5,8.7,4,,2020-03-18T07:36:42,2020-03-18T19:41:52,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/19/2020,81.5,69.6,74.7,84.6,69.6,75.1,66.8,76.9,0.012,100,4.17,rain,0,0,34.9,12.5,167.1,1013.1,69.1,9.2,119.2,10.1,7,,2020-03-19T07:35:29,2020-03-19T19:42:30,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/20/2020,73.0,53.2,60.6,73.0,53.2,60.6,56.2,85.5,0.842,100,70.83,rain,0,0,37.8,16.0,16.8,1022.4,85.8,8.1,42.5,3.4,2,,2020-03-20T07:34:16,2020-03-20T19:43:07,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/21/2020,54.2,48.6,51.6,54.2,43.8,50.4,45.6,80.1,0.923,100,37.5,rain,0,0,26.6,11.5,13.6,1026.1,94.4,7.8,47.1,4.0,3,,2020-03-21T07:33:03,2020-03-21T19:43:45,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/22/2020,66.6,53.9,60.1,66.6,53.9,60.1,57.6,91.5,0.019,100,16.67,rain,0,0,9.2,5.9,27.4,1019.6,99.3,4.0,52.9,4.3,3,,2020-03-22T07:31:50,2020-03-22T19:44:22,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/23/2020,82.0,65.2,71.9,84.6,65.2,72.4,65.4,81.3,0.015,100,12.5,rain,0,0,23.9,12.4,177.2,1015.7,88.5,5.7,131.7,11.4,5,,2020-03-23T07:30:37,2020-03-23T19:44:59,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/24/2020,90.8,64.7,75.3,87.9,64.7,74.8,58.1,62.1,0.0,0,0.0,,0,0,22.8,10.5,245.7,1011.9,42.6,9.0,236.2,20.5,9,,2020-03-24T07:29:24,2020-03-24T19:45:36,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/25/2020,89.1,56.3,71.7,90.4,56.3,72.3,59.8,68.4,0.0,0,0.0,,0,0,21.7,9.9,164.1,1011.7,14.7,8.7,248.6,21.5,9,,2020-03-25T07:28:11,2020-03-25T19:46:13,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/26/2020,87.0,66.8,75.8,89.5,66.8,76.7,66.1,73.7,0.0,0,0.0,,0,0,26.6,10.8,170.1,1009.2,48.5,8.0,232.5,20.0,9,,2020-03-26T07:26:58,2020-03-26T19:46:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/27/2020,88.4,69.8,77.1,91.3,69.8,78.2,66.9,72.5,0.0,0,0.0,,0,0,30.7,13.9,173.2,1006.5,65.6,9.1,161.6,13.9,6,,2020-03-27T07:25:44,2020-03-27T19:47:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/28/2020,78.7,55.8,71.4,78.7,55.8,71.4,55.0,62.6,0.077,100,25.0,rain,0,0,29.8,13.7,257.5,1009.9,58.1,8.6,147.0,12.7,8,,2020-03-28T07:24:32,2020-03-28T19:48:04,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/29/2020,78.3,50.2,65.0,78.3,50.2,65.0,43.1,49.5,0.0,0,0.0,,0,0,19.7,10.8,60.1,1018.6,43.6,9.9,193.7,16.7,7,,2020-03-29T07:23:19,2020-03-29T19:48:41,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/30/2020,70.3,64.6,67.0,70.3,64.6,67.0,59.8,79.0,0.387,100,41.67,rain,0,0,22.1,8.3,86.9,1014.0,90.0,6.0,16.9,1.2,0,,2020-03-30T07:22:06,2020-03-30T19:49:17,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",03/31/2020,72.6,57.6,65.0,72.6,57.6,65.0,55.1,72.8,0.0,0,0.0,,0,0,29.5,14.6,13.8,1015.4,38.4,8.4,227.7,19.8,9,,2020-03-31T07:20:54,2020-03-31T19:49:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"4600 Elmont Dr Austin, TX 78741",01/01/2020,56.8,50.3,53.8,56.8,50.3,53.8,36.7,53.5,0.0,0,0.0,,0,0,17.2,10.0,187.2,1014.8,96.9,9.6,29.4,2.4,2,,2020-01-01T07:27:21,2020-01-01T17:41:24,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/02/2020,60.7,44.3,54.0,60.7,44.3,54.0,49.9,86.1,0.015,100,12.5,rain,0,0,16.6,8.1,164.9,1004.6,64.3,8.4,30.5,2.7,1,,2020-01-02T07:27:35,2020-01-02T17:42:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/03/2020,65.2,44.0,54.5,65.2,43.8,54.2,40.8,63.0,0.0,0,0.0,,0,0,26.6,14.5,313.0,1014.4,24.8,9.8,148.7,12.7,6,,2020-01-03T07:27:48,2020-01-03T17:42:50,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/04/2020,71.3,37.0,53.2,71.3,33.2,52.3,31.3,46.4,0.0,0,0.0,,0,0,18.3,7.9,293.4,1026.8,0.1,9.9,157.3,13.5,6,,2020-01-04T07:27:58,2020-01-04T17:43:35,0.31,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
